"","Title","Genre","Premiere","Episodes","Seasons","Min_Time","Max_Time","Language","Status","Service","Format","Origin","Network","Region"
"826","Lunatics"," Comedy",2019-04-19,10,1,33,38,NA,"Ended","Netflix","Series","Original",NA,NA
"827","It's Bruno!"," Comedy",2019-05-17,8,1,12,21,NA,"Ended","Netflix","Series","Original",NA,NA
"828","Living with Yourself","Dramedy / Comedy",2019-10-18,8,1,22,36,NA,"Ended","Netflix","Series","Original",NA,NA
"829","Daybreak","Dark / Comedy",2019-10-24,10,1,39,50,NA,"Ended","Netflix","Series","Original",NA,NA
"830","Merry Happy Whatever"," Comedy",2019-11-28,8,1,25,29,NA,"Ended","Netflix","Series","Original",NA,NA
"831","Astronomy Club: The Sketch Show","Sketch / Comedy",2019-12-06,6,1,18,24,NA,"Ended","Netflix","Series","Original",NA,NA
"832","AJ and the Queen"," Comedy",2020-01-10,10,1,47,60,NA,"Ended","Netflix","Series","Original",NA,NA
"833","Ashley Garcia: Genius in Love"," Comedy",2020-02-17,15,3,26,35,NA,"Ended","Netflix","Series","Original",NA,NA
"834","I Am Not Okay with This"," Comedy",2020-02-26,7,1,19,28,NA,"Ended","Netflix","Series","Original",NA,NA
"835","The Big Show Show"," Comedy",2020-04-06,9,2,24,28,NA,"Ended","Netflix","Series","Original",NA,NA
"836","Teenage Bounty Hunters"," Comedy",2020-08-14,10,1,42,58,NA,"Ended","Netflix","Series","Original",NA,NA
"837","Wet Hot American Summer: First Day of Camp","Satirical / Comedy",2015-07-31,8,NA,27,30,NA,"Ended","Netflix","Miniseries","Original",NA,NA
"838","Gilmore Girls: A Year in the Life","Family / Drama",2016-11-25,4,NA,88,102,NA,"Ended","Netflix","Miniseries","Original",NA,NA
"839","Wet Hot American Summer: Ten Years Later","Satirical / Comedy",2017-08-04,8,NA,24,31,NA,"Ended","Netflix","Miniseries","Original",NA,NA
"840","The Defenders","Superhero / Action / Drama",2017-08-18,8,NA,44,57,NA,"Ended","Netflix","Miniseries","Original",NA,NA
"841","Godless"," Western",2017-11-22,7,NA,41,80,NA,"Ended","Netflix","Miniseries","Original",NA,NA
"842","Maniac","Dark / Comedy",2018-09-21,10,NA,27,47,NA,"Ended","Netflix","Miniseries","Original",NA,NA
"843","The Haunting of Hill House"," Horror",2018-10-12,10,NA,43,71,NA,"Ended","Netflix","Miniseries","Original",NA,NA
"844","Best.Worst.Weekend.Ever."," Comedy",2018-10-19,8,NA,22,28,NA,"Ended","Netflix","Miniseries","Original",NA,NA
"845","What/If","Social / Thriller / Anthology",2019-05-24,10,NA,44,58,NA,"Ended","Netflix","Miniseries","Original",NA,NA
"846","When They See Us"," Drama",2019-05-31,4,NA,64,88,NA,"Ended","Netflix","Miniseries","Original",NA,NA
"847","The I-Land","Science-Fiction / Thriller",2019-09-12,7,NA,37,43,NA,"Ended","Netflix","Miniseries","Original",NA,NA
"848","Unbelievable"," Drama",2019-09-13,8,NA,44,59,NA,"Ended","Netflix","Miniseries","Original",NA,NA
"849","The Stranger"," Thriller",2020-01-30,8,NA,42,52,NA,"Ended","Netflix","Miniseries","Original",NA,NA
"850","Self Made: Inspired by the Life of Madam C. J. Walker"," Biopic",2020-03-20,4,NA,45,49,NA,"Ended","Netflix","Miniseries","Original",NA,NA
"851","The English Game","Historical / Drama",2020-03-20,6,NA,43,55,NA,"Ended","Netflix","Miniseries","Original",NA,NA
"852","Unorthodox"," Drama",2020-03-26,4,NA,52,55,NA,"Ended","Netflix","Miniseries","Original",NA,NA
"853","Hollywood"," Drama",2020-05-01,7,NA,44,57,NA,"Ended","Netflix","Miniseries","Original",NA,NA
"854","The Eddy","Musical / Drama",2020-05-08,8,NA,54,69,NA,"Ended","Netflix","Miniseries","Original",NA,NA
"855","BoJack Horseman","Black / Dramedy / Adult / Animation",2014-08-22,77,6,25,27,"English","Ended","Netflix","Series","Original",NA,NA
"856","Neo Yokio","Science / Fantasy / Comedy / Adult / Animation",2017-09-22,7,2,20,65,"English","Ended","Netflix","Series","Original",NA,NA
"857","Super Drags","Superhero-LGBT / Comedy / Adult / Animation",2018-11-09,5,1,23,26,"Portuguese","Ended","Netflix","Series","Original",NA,NA
"858","Tuca & Bertie","Comedy / Adult / Animation",2019-05-03,10,1,25,26,"English","Ended","Netflix","Series","Original",NA,NA
"859","Hoops","Sitcom / Television / Comedy / Adult / Animation",2020-08-21,10,1,23,26,"English","Ended","Netflix","Series","Original",NA,NA
"860","Devilman Crybaby","Supernatural / Horror / Anime",2018-01-05,10,NA,24,28,"Japanese","Ended","Netflix","Series","Original",NA,NA
"861","A.I.C.O. -Incarnation-","Science-Fiction / Anime",2018-03-09,12,1,25,29,"Japanese","Ended","Netflix","Series","Original",NA,NA
"862","Sword Gai: The Animation","Supernatural / Anime",2018-03-23,24,2,22,23,"Japanese","Ended","Netflix","Series","Original",NA,NA
"863","Lost Song","Musical / Fantasy / Anime",2018-03-31,12,1,23,24,"Japanese","Ended","Netflix","Series","Original",NA,NA
"864","Baki","Martial / Arts / Anime",2018-06-25,39,2,24,24,"Japanese","Ended","Netflix","Series","Original",NA,NA
"865","Hero Mask","Crime / Anime",2018-12-03,24,2,25,25,"Japanese","Ended","Netflix","Series","Original",NA,NA
"866","Rilakkuma and Kaoru","Stop / Motion / Slice / Of / Life / Anime",2019-04-19,13,1,11,14,"Japanese","Ended","Netflix","Series","Original",NA,NA
"867","Kengan Ashura","Martial / Arts / Anime",2019-07-31,24,2,24,27,"Japanese","Ended","Netflix","Series","Original",NA,NA
"868","Cannon Busters","Fantasy / Anime",2019-08-15,12,1,24,27,"Japanese","Ended","Netflix","Series","Original",NA,NA
"869","Seis Manos","Supernatural / Action / Anime",2019-10-03,8,1,25,28,"English","Ended","Netflix","Series","Original",NA,NA
"870","Levius","Science-Fiction / Action / Anime",2019-11-28,12,1,24,27,"Japanese","Ended","Netflix","Series","Original",NA,NA
"871","Turbo Fast","Children / Family",2013-12-24,52,3,23,23,NA,"Ended","Netflix","Series","Original",NA,NA
"872","VeggieTales in the House","Children / Family",2014-11-26,52,4,23,23,NA,"Ended","Netflix","Series","Original",NA,NA
"873","All Hail King Julien","Children / Family",2014-12-19,65,5,23,23,NA,"Ended","Netflix","Series","Original",NA,NA
"874","The Adventures of Puss in Boots","Children / Family",2015-01-16,78,6,22,24,NA,"Ended","Netflix","Series","Original",NA,NA
"875","Ever After High","Children / Family",2015-02-06,17,5,23,47,NA,"Ended","Netflix","Series","Original",NA,NA
"876","Dragons: Race to the Edge","Children / Family",2015-06-26,78,6,22,23,NA,"Ended","Netflix","Series","Original",NA,NA
"877","Dinotrux","Children / Family",2015-08-14,52,5,23,23,NA,"Ended","Netflix","Series","Original",NA,NA
"878","The Mr. Peabody & Sherman Show","Children / Family",2015-10-09,52,4,23,23,NA,"Ended","Netflix","Series","Original",NA,NA
"879","Popples","Children / Family",2015-10-30,26,3,24,24,NA,"Ended","Netflix","Series","Original",NA,NA
"880","Care Bears and Cousins","Children / Family",2015-11-06,12,2,22,22,NA,"Ended","Netflix","Series","Original",NA,NA
"881","Dawn of the Croods","Children / Family",2015-12-24,52,4,23,23,NA,"Ended","Netflix","Series","Original",NA,NA
"882","Lego Bionicle: The Journey to One","Children / Family",2016-03-04,5,2,22,22,NA,"Ended","Netflix","Series","Original",NA,NA
"883","Lego Friends: The Power of Friendship","Children / Family",2016-03-04,4,2,22,22,NA,"Ended","Netflix","Series","Original",NA,NA
"884","Kong: King of the Apes","Children / Family",2016-04-15,23,2,22,85,NA,"Ended","Netflix","Series","Original",NA,NA
"885","Voltron: Legendary Defender","Children / Family",2016-06-10,78,8,23,68,NA,"Ended","Netflix","Series","Original",NA,NA
"886","Justin Time GO!","Children / Family",2016-06-24,13,1,22,22,NA,"Ended","Netflix","Series","Original",NA,NA
"887","Home: Adventures with Tip & Oh","Children / Family",2016-07-29,52,4,22,24,NA,"Ended","Netflix","Series","Original",NA,NA
"888","Ask the StoryBots","Children / Family",2016-08-12,22,3,20,29,NA,"Ended","Netflix","Series","Original",NA,NA
"889","Kulipari: An Army of Frogs","Children / Family",2016-09-02,13,1,22,23,NA,"Ended","Netflix","Series","Original",NA,NA
"890","Skylanders Academy","Children / Family",2016-10-28,38,3,24,44,NA,"Ended","Netflix","Series","Original",NA,NA
"891","World of Winx","Children / Family",2016-11-04,26,2,24,24,NA,"Ended","Netflix","Series","Original",NA,NA
"892","Luna Petunia","Children / Family",2016-12-09,22,3,23,24,NA,"Ended","Netflix","Series","Original",NA,NA
"893","Trollhunters: Tales of Arcadia","Children / Family",2016-12-23,52,3,23,23,NA,"Ended","Netflix","Series","Original",NA,NA
"894","Edgar Rice Burroughs' Tarzan and Jane","Children / Family",2017-01-06,13,2,22,22,NA,"Ended","Netflix","Series","Original",NA,NA
"895","We're Lalaloopsy","Children / Family",2017-01-10,13,1,22,22,NA,"Ended","Netflix","Series","Original",NA,NA
"896","VeggieTales in the City","Children / Family",2017-02-24,26,2,23,23,NA,"Ended","Netflix","Series","Original",NA,NA
"897","Legend Quest","Children / Family",2017-02-24,13,1,22,22,NA,"Ended","Netflix","Series","Original",NA,NA
"898","Buddy Thunderstruck","Children / Family",2017-03-10,12,1,13,24,NA,"Ended","Netflix","Series","Original",NA,NA
"899","Spirit Riding Free","Children / Family",2017-05-05,52,8,23,23,NA,"Ended","Netflix","Series","Original",NA,NA
"900","All Hail King Julien: Exiled","Children / Family",2017-05-12,13,1,23,23,NA,"Ended","Netflix","Series","Original",NA,NA
"901","True and the Rainbow Kingdom","Children / Family",2017-08-11,19,3,24,24,NA,"Ended","Netflix","Series","Original",NA,NA
"902","Lego Elves: Secrets of Elvendale","Children / Family",2017-09-01,8,1,24,25,NA,"Ended","Netflix","Series","Original",NA,NA
"903","The Magic School Bus Rides Again","Children / Family",2017-09-29,26,2,25,25,NA,"Ended","Netflix","Series","Original",NA,NA
"904","Super Monsters","Children / Family",2017-10-13,22,3,22,24,NA,"Ended","Netflix","Series","Original",NA,NA
"905","Dinotrux Supercharged","Children / Family",2017-11-10,26,3,24,24,NA,"Ended","Netflix","Series","Original",NA,NA
"906","Stretch Armstrong and the Flex Fighters","Children / Family",2017-11-17,23,2,23,23,NA,"Ended","Netflix","Series","Original",NA,NA
"907","Trolls: The Beat Goes On!","Children / Family",2018-01-19,52,8,24,25,NA,"Ended","Netflix","Series","Original",NA,NA
"908","Llama Llama","Children / Family",2018-01-26,25,2,24,25,NA,"Ended","Netflix","Series","Original",NA,NA
"909","Luna Petunia: Return to Amazia","Children / Family",2018-02-02,11,2,24,24,NA,"Ended","Netflix","Series","Original",NA,NA
"910","Spy Kids: Mission Critical","Children / Family",2018-04-20,20,2,23,25,NA,"Ended","Netflix","Series","Original",NA,NA
"911","Dance & Sing with True","Children / Family",2018-05-18,11,NA,2,2,NA,"Ended","Netflix","Series","Original",NA,NA
"912","The Hollow","Children / Family",2018-06-08,20,2,23,24,NA,"Ended","Netflix","Series","Original",NA,NA
"913","True: Magical Friends","Children / Family",2018-06-15,5,1,24,24,NA,"Ended","Netflix","Series","Original",NA,NA
"914","True: Wonderful Wishes","Children / Family",2018-06-15,5,1,24,24,NA,"Ended","Netflix","Series","Original",NA,NA
"915","Harvey Girls Forever!","Children / Family",2018-06-29,52,4,24,24,NA,"Ended","Netflix","Series","Original",NA,NA
"916","The Epic Tales of Captain Underpants","Children / Family",2018-07-13,39,3,24,24,NA,"Ended","Netflix","Series","Original",NA,NA
"917","Cupcake & Dino: General Services","Children / Family",2018-07-27,26,2,22,23,NA,"Ended","Netflix","Series","Original",NA,NA
"918","Super Monsters Monster Party","Children / Family",2018-09-14,4,NA,2,2,NA,"Ended","Netflix","Series","Original",NA,NA
"919","Larva Island","Children / Family",2018-10-19,26,2,8,8,NA,"Ended","Netflix","Series","Original",NA,NA
"920","She-Ra and the Princesses of Power","Children / Family",2018-11-13,52,5,24,24,NA,"Ended","Netflix","Series","Original",NA,NA
"921","Kulipari: Dream Walker","Children / Family",2018-11-20,10,1,23,23,NA,"Ended","Netflix","Series","Original",NA,NA
"922","Motown Magic","Children / Family",2018-11-20,51,2,15,26,NA,"Ended","Netflix","Series","Original",NA,NA
"923","3Below: Tales of Arcadia","Children / Family",2018-12-21,26,2,23,24,NA,"Ended","Netflix","Series","Original",NA,NA
"924","Pinky Malinky","Children / Family",2019-01-01,59,3,12,23,NA,"Ended","Netflix","Series","Original",NA,NA
"925","Charlie's Colorforms City","Children / Family",2019-03-22,13,1,25,25,NA,"Ended","Netflix","Series","Original",NA,NA
"926","Super Monsters Monster Pets","Children / Family",2019-06-07,5,1,9,12,NA,"Ended","Netflix","Series","Original",NA,NA
"927","True Tunes","Children / Family",2019-07-12,8,NA,3,3,NA,"Ended","Netflix","Series","Original",NA,NA
"928","Twelve Forever","Children / Family",2019-07-29,25,1,14,24,NA,"Ended","Netflix","Series","Original",NA,NA
"929","Spirit Riding Free: Pony Tales","Children / Family",2019-08-09,10,NA,4,24,NA,"Ended","Netflix","Series","Original",NA,NA
"930","Legend Quest: Masters of Myth","Children / Family",2019-10-05,13,1,24,24,NA,"Ended","Netflix","Series","Original",NA,NA
"931","Mighty Little Bheem: Diwali","Children / Family",2019-10-18,3,NA,6,7,NA,"Ended","Netflix","Series","Original",NA,NA
"932","Kipo and the Age of Wonderbeasts","Children / Family",2020-01-14,30,3,23,24,NA,"Ended","Netflix","Series","Original",NA,NA
"933","Jinn","Fantasy / Adventure",2019-06-13,5,1,25,47,"Arabic","Ended","Netflix","Series","Original",NA,NA
"934","Dollar"," Thriller",2019-08-08,15,1,39,45,"Arabic","Ended","Netflix","Series","Original",NA,NA
"935","The Rain","Post-apocalyptic / Drama",2018-05-04,20,3,35,49,"Danish","Ended","Netflix","Series","Original",NA,NA
"936","Marseille","Political / Drama",2016-05-05,16,2,35,53,"French","Ended","Netflix","Series","Original",NA,NA
"937","Osmosis","Science-Fiction / Drama",2019-03-29,8,1,41,45,"French","Ended","Netflix","Series","Original",NA,NA
"938","Marianne","Horror / Drama",2019-09-13,8,1,37,52,"French","Ended","Netflix","Series","Original",NA,NA
"939","Criminal: France","Police / Anthology",2019-09-20,3,1,38,43,"French","Ended","Netflix","Series","Original",NA,NA
"940","Dark"," Science-Fiction",2017-12-01,26,3,45,73,"German","Ended","Netflix","Series","Original",NA,NA
"941","Dogs of Berlin"," Drama",2018-12-07,10,1,51,62,"German","Ended","Netflix","Series","Original",NA,NA
"942","Criminal: Germany","Police / Anthology",2019-09-20,3,1,41,46,"German","Ended","Netflix","Series","Original",NA,NA
"943","Skylines"," Drama",2019-09-27,6,1,47,66,"German","Ended","Netflix","Series","Original",NA,NA
"944","We Are the Wave"," Drama",2019-11-01,6,1,45,53,"German","Ended","Netflix","Series","Original",NA,NA
"945","Holiday Secrets"," Drama",2019-11-20,3,NA,34,42,"German","Ended","Netflix","Series","Original",NA,NA
"946","Sacred Games"," Drama",2018-07-06,16,2,43,58,"Hindi","Ended","Netflix","Series","Original",NA,NA
"947","Ghoul"," Horror",2018-08-24,3,NA,44,50,"Hindi","Ended","Netflix","Series","Original",NA,NA
"948","Selection Day"," Drama",2018-12-28,12,1,19,28,"Hindi","Ended","Netflix","Series","Original",NA,NA
"949","Leila"," Drama",2019-06-14,6,1,40,54,"Hindi","Ended","Netflix","Series","Original",NA,NA
"950","Typewriter"," Horror",2019-07-19,5,1,43,52,"Hindi","Ended","Netflix","Series","Original",NA,NA
"951","Bard of Blood","Espionage / Thriller",2019-09-27,7,1,41,50,"Hindi","Ended","Netflix","Series","Original",NA,NA
"952","Suburra: Blood on Rome","Crime / Drama",2017-10-06,24,3,40,53,"Italian","Ended","Netflix","Series","Original",NA,NA
"953","Baby"," Drama",2018-11-30,18,3,40,51,"Italian","Ended","Netflix","Series","Original",NA,NA
"954","Blazing Transfer Students","Action / Comedy",2017-11-10,8,1,23,28,"Japanese","Ended","Netflix","Series","Original",NA,NA
"955","Jimmy: The True Story of a True Idiot"," Comedy",2018-07-20,9,1,39,64,"Japanese","Ended","Netflix","Series","Original",NA,NA
"956","Switched"," Science-Fiction",2018-08-01,6,1,33,44,"Japanese","Ended","Netflix","Series","Original",NA,NA
"957","The Forest of Love: Deep Cut"," Drama",2020-04-30,7,NA,31,51,"Japanese","Ended","Netflix","Series","Original",NA,NA
"958","My Only Love Song"," Comedy",2017-06-09,20,1,27,30,"Korean","Ended","Netflix","Series","Original",NA,NA
"959","YG Future Strategy Office"," Comedy",2018-10-05,8,1,20,29,"Korean","Ended","Netflix","Series","Original",NA,NA
"960","My First First Love","Romantic / Comedy",2019-04-18,16,2,42,56,"Korean","Ended","Netflix","Series","Original",NA,NA
"961","My Holo Love","Science-Fiction / Romance",2020-02-07,12,NA,49,57,"Korean","Ended","Netflix","Series","Original",NA,NA
"962","Nowhere Man"," Thriller",2019-10-31,8,1,33,67,"Mandarin","Ended","Netflix","Series","Original",NA,NA
"963","Triad Princess","Crime / Drama / Romance",2019-12-06,6,1,35,47,"Mandarin","Ended","Netflix","Series","Original",NA,NA
"964","1983","Spy / Thriller",2018-11-30,8,1,50,63,"Polish","Ended","Netflix","Series","Original",NA,NA
"965","3%"," Science-Fiction",2016-11-25,33,4,36,74,"Portuguese","Ended","Netflix","Series","Original",NA,NA
"966","The Mechanism","Crime / Drama",2018-03-23,16,2,39,55,"Portuguese","Ended","Netflix","Series","Original",NA,NA
"967","Samantha!"," Comedy",2018-07-06,14,2,24,37,"Portuguese","Ended","Netflix","Series","Original",NA,NA
"968","The Chosen One","Thriller / Drama",2019-06-28,12,2,40,54,"Portuguese","Ended","Netflix","Series","Original",NA,NA
"969","Brotherhood","Crime / Drama",2019-10-25,8,1,47,57,"Portuguese","Ended","Netflix","Series","Original",NA,NA
"970","Nobody's Looking","Comedy / Drama",2019-11-22,8,1,19,30,"Portuguese","Ended","Netflix","Series","Original",NA,NA
"971","Club de Cuervos"," Dramedy",2015-08-07,45,4,36,94,"Spanish","Ended","Netflix","Series","Original",NA,NA
"972","Estocolmo","Crime / Drama",2016-11-11,13,1,37,49,"Spanish","Ended","Netflix","Series","Original",NA,NA
"973","Ingobernable","Political / Drama",2017-03-24,27,2,32,50,"Spanish","Ended","Netflix","Series","Original",NA,NA
"974","Cable Girls","Period / Drama",2017-04-28,42,5,35,63,"Spanish","Ended","Netflix","Series","Original",NA,NA
"975","Edha"," Drama",2018-03-16,10,1,38,43,"Spanish","Ended","Netflix","Series","Original",NA,NA
"976","Club de Cuervos Presents: The Ballad of Hugo Sánchez"," Comedy",2018-06-17,6,1,29,37,"Spanish","Ended","Netflix","Series","Original",NA,NA
"977","The House of Flowers"," Comedy",2018-08-10,33,3,24,40,"Spanish","Ended","Netflix","Series","Original",NA,NA
"978","Wild District","Crime / Drama",2018-10-19,20,2,40,50,"Spanish","Ended","Netflix","Series","Original",NA,NA
"979","Crime Diaries: The Candidate","Crime / Anthology",2019-03-22,8,NA,32,48,"Spanish","Ended","Netflix","Series","Original",NA,NA
"980","Crime Diaries: Night Out","Crime / Anthology",2019-05-03,8,NA,38,48,"Spanish","Ended","Netflix","Series","Original",NA,NA
"981","High Seas","Mystery / Period / Drama",2019-05-24,22,3,38,49,"Spanish","Ended","Netflix","Series","Original",NA,NA
"982","Yankee"," Drama",2019-06-14,25,1,36,44,"Spanish","Ended","Netflix","Series","Original",NA,NA
"983","Green Frontier","Crime / Drama / Thriller",2019-08-16,8,NA,30,48,"Spanish","Ended","Netflix","Series","Original",NA,NA
"984","Criminal: Spain","Police / Anthology",2019-09-20,3,1,39,41,"Spanish","Ended","Netflix","Series","Original",NA,NA
"985","The Club"," Comedy",2019-11-15,25,1,26,37,"Spanish","Ended","Netflix","Series","Original",NA,NA
"986","Three Days of Christmas"," Drama",2019-12-06,3,NA,54,67,"Spanish","Ended","Netflix","Series","Original",NA,NA
"987","Quicksand","Crime / Drama",2019-04-05,6,1,41,49,"Swedish","Ended","Netflix","Series","Original",NA,NA
"988","The Stranded","Fantasy / Drama",2019-11-14,7,1,46,53,"Thai","Ended","Netflix","Series","Original",NA,NA
"989","The Protector","Supernatural / Mystery",2018-12-14,32,4,31,51,"Turkish","Ended","Netflix","Series","Original",NA,NA
"990","Chef's Table","Culinary / Art / Documentary",2015-04-26,30,6,42,58,"English","Ended","Netflix","Series","Original",NA,NA
"991","Making a Murderer","Crime / Drama / Documentary",2015-12-18,20,2,47,77,"English","Ended","Netflix","Series","Original",NA,NA
"992","Chelsea Does","Comedy / Documentary",2016-01-23,4,1,62,74,"English","Ended","Netflix","Series","Original",NA,NA
"993","Cooked","Culinary / Art / Documentary",2016-02-19,4,NA,50,58,"English","Ended","Netflix","Series","Original",NA,NA
"994","Last Chance U","Sport / Documentary",2016-07-29,38,5,46,76,"English","Ended","Netflix","Series","Original",NA,NA
"995","Fearless","Sport / Documentary",2016-08-19,6,NA,50,58,"English","Ended","Netflix","Series","Original",NA,NA
"996","Chef's Table: France","Culinary / Art / Documentary",2016-09-02,4,1,41,54,"English","Ended","Netflix","Series","Original",NA,NA
"997","Roman Empire","Historical / Drama / Documentary",2016-11-11,15,3,38,48,"English","Ended","Netflix","Series","Original",NA,NA
"998","Captive"," Documentary",2016-12-09,8,NA,59,73,"English","Ended","Netflix","Series","Original",NA,NA
"999","Abstract: The Art of Design","Biography / Documentary",2017-02-10,14,2,41,48,"English","Ended","Netflix","Series","Original",NA,NA
"1000","QB1: Beyond the Lights","Sport / Documentary",2017-02-13,30,3,28,41,"English","Ended","Netflix","Series","Original",NA,NA
"1001","Five Came Back","Historical / Drama / Documentary",2017-03-31,3,NA,59,69,"English","Ended","Netflix","Series","Original",NA,NA
"1002","Hot Girls Wanted: Turned On"," Documentary",2017-04-21,6,NA,41,58,"English","Ended","Netflix","Series","Original",NA,NA
"1003","The Keepers","Crime / Drama / Documentary",2017-05-19,7,NA,56,66,"English","Ended","Netflix","Series","Original",NA,NA
"1004","Daughters of Destiny"," Documentary",2017-07-28,4,NA,56,65,"English","Ended","Netflix","Series","Original",NA,NA
"1005","Fire Chasers"," Documentary",2017-09-08,4,NA,50,58,"English","Ended","Netflix","Series","Original",NA,NA
"1006","The Confession Tapes","True / Crime / Documentary",2017-09-08,11,2,41,54,"English","Ended","Netflix","Series","Original",NA,NA
"1007","The Day I Met El Chapo","Biography / Documentary",2017-10-20,3,1,48,61,"Spanish","Ended","Netflix","Series","Original",NA,NA
"1008","Shot in the Dark","True / Crime / Documentary",2017-11-17,8,1,34,41,"English","Ended","Netflix","Series","Original",NA,NA
"1009","Wormwood","Psychological / Drama / Documentary",2017-12-15,NA,NA,41,48,"English","Ended","Netflix","Series","Original",NA,NA
"1010","72 Dangerous Animals: Latin America","Nature / Documentary",2017-12-22,12,1,41,46,"English","Ended","Netflix","Series","Original",NA,NA
"1011","Dope"," Documentary",2017-12-22,12,3,36,48,"English","Ended","Netflix","Series","Original",NA,NA
"1012","The Toys That Made Us"," Documentary",2017-12-22,12,3,43,51,"English","Ended","Netflix","Series","Original",NA,NA
"1013","Rotten"," Documentary",2018-01-05,12,2,48,63,"English","Ended","Netflix","Series","Original",NA,NA
"1014","Drug Lords"," Documentary",2018-01-19,8,2,42,47,"English","Ended","Netflix","Series","Original",NA,NA
"1015","Coach Snoop","Sport / Documentary",2018-02-02,8,1,28,30,"English","Ended","Netflix","Series","Original",NA,NA
"1016","First Team: Juventus","Sport / Documentary",2018-02-16,6,1,37,42,"English","Ended","Netflix","Series","Original",NA,NA
"1017","Flint Town"," Documentary",2018-03-02,8,NA,35,48,"English","Ended","Netflix","Series","Original",NA,NA
"1018","Girls Incarcerated"," Documentary",2018-03-02,16,2,37,47,"English","Ended","Netflix","Series","Original",NA,NA
"1019","Wild Wild Country"," Documentary",2018-03-16,6,NA,64,72,"English","Ended","Netflix","Series","Original",NA,NA
"1020","Rapture"," Documentary",2018-03-30,8,1,52,63,"English","Ended","Netflix","Series","Original",NA,NA
"1021","Bobby Kennedy for President","History / Documentary",2018-04-27,NA,NA,59,66,"English","Ended","Netflix","Series","Original",NA,NA
"1022","Evil Genius: The True Story of America's Most Diabolical Bank Heist","True / Crime / Documentary",2018-05-11,4,NA,46,54,"English","Ended","Netflix","Series","Original",NA,NA
"1023","Explained"," Documentary",2018-05-23,30,2,14,26,"English","Ended","Netflix","Series","Original",NA,NA
"1024","November 13: Attack on Paris"," Documentary",2018-06-01,3,NA,47,59,"French","Ended","Netflix","Series","Original",NA,NA
"1025","Dark Tourist","Travel / Documentary",2018-07-20,8,1,39,42,"English","Ended","Netflix","Series","Original",NA,NA
"1026","Marching Orders"," Documentary",2018-08-03,12,1,9,14,"English","Ended","Netflix","Series","Original",NA,NA
"1027","72 Dangerous Animals: Asia","Nature / Documentary",2018-08-10,12,1,44,48,"English","Ended","Netflix","Series","Original",NA,NA
"1028","Afflicted"," Documentary",2018-08-10,7,1,37,46,"English","Ended","Netflix","Series","Original",NA,NA
"1029","Follow This"," Documentary",2018-08-23,20,3,15,20,"English","Ended","Netflix","Series","Original",NA,NA
"1030","First and Last"," Documentary",2018-09-07,6,1,38,43,"English","Ended","Netflix","Series","Original",NA,NA
"1031","Boca Juniors Confidential"," Documentary",2018-09-14,4,1,40,44,"Spanish","Ended","Netflix","Series","Original",NA,NA
"1032","Salt Fat Acid Heat","Travel / Documentary",2018-10-11,4,NA,40,48,"English","Ended","Netflix","Series","Original",NA,NA
"1033","FightWorld","Travel / Documentary",2018-10-12,5,1,41,44,"English","Ended","Netflix","Series","Original",NA,NA
"1034","Terrorism Close Calls"," Documentary",2018-10-26,10,1,47,49,"English","Ended","Netflix","Series","Original",NA,NA
"1035","Medal of Honor"," Documentary",2018-11-09,8,1,46,61,"English","Ended","Netflix","Series","Original",NA,NA
"1036","Vai Anitta"," Documentary",2018-11-16,6,1,25,35,"Portuguese","Ended","Netflix","Series","Original",NA,NA
"1037","Inside the Real Narcos"," Documentary",2018-12-14,3,1,45,46,"English","Ended","Netflix","Series","Original",NA,NA
"1038","The Innocent Man","True / Crime / Documentary",2018-12-14,6,NA,42,52,"English","Ended","Netflix","Series","Original",NA,NA
"1039","7 Days Out"," Documentary",2018-12-21,6,1,47,48,"English","Ended","Netflix","Series","Original",NA,NA
"1040","Murder Mountain","True / Crime / Documentary",2018-12-28,6,1,43,43,"English","Ended","Netflix","Series","Original",NA,NA
"1041","Trigger Warning with Killer Mike"," Documentary",2019-01-18,6,1,22,27,"English","Ended","Netflix","Series","Original",NA,NA
"1042","Conversations with a Killer: The Ted Bundy Tapes","True / Crime / Documentary",2019-01-24,4,NA,51,74,"English","Ended","Netflix","Series","Original",NA,NA
"1043","Examination of Conscience","True / Crime / Documentary",2019-01-25,3,1,51,54,"Spanish","Ended","Netflix","Series","Original",NA,NA
"1044","Larry Charles' Dangerous World of Comedy"," Documentary",2019-02-15,4,1,51,66,"English","Ended","Netflix","Series","Original",NA,NA
"1045","Losers","Sport / Documentary",2019-03-01,8,NA,25,37,"English","Ended","Netflix","Series","Original",NA,NA
"1046","Cricket Fever: Mumbai Indians","Sport / Documentary",2019-03-01,8,1,33,44,"English","Ended","Netflix","Series","Original",NA,NA
"1047","The Disappearance of Madeleine McCann","True / Crime / Documentary",2019-03-15,8,NA,43,65,"English","Ended","Netflix","Series","Original",NA,NA
"1048","Our Planet","Nature / Documentary",2019-04-05,8,NA,49,54,"English","Ended","Netflix","Series","Original",NA,NA
"1049","Street Food: Asia","Culinary / Art / Documentary",2019-04-26,9,1,30,34,"English","Ended","Netflix","Series","Original",NA,NA
"1050","1994"," Documentary",2019-05-17,5,NA,44,52,"Spanish","Ended","Netflix","Series","Original",NA,NA
"1051","Killer Ratings"," Documentary",2019-05-31,7,1,42,58,"Portuguese","Ended","Netflix","Series","Original",NA,NA
