"","Title","Genre","Premiere","Episodes","Seasons","Min_Time","Max_Time","Language","Status","Service","Format","Origin","Network","Region"
"3623","Animaniacs","Comedy / Children / Family",2020-11-20,13,1,24,27,NA,"Renewed","Hulu","Series","Original",NA,NA
"3624","A Day in the Life","Biographical / Documentary",2011-09-29,16,2,22,22,NA,"Ended","Hulu","Series","Original",NA,NA
"3625","Up to Speed","Travel / Comedy / Documentary",2012-08-09,6,1,24,24,NA,"Ended","Hulu","Series","Original",NA,NA
"3626","Behind the Mask","Sports / Documentary",2013-10-29,20,2,22,23,NA,"Ended","Hulu","Series","Original",NA,NA
"3627","RocketJump: The Show","Making-of / Documentary",2015-12-02,8,1,21,27,NA,"Ended","Hulu","Series","Original",NA,NA
"3628","Triumph's Election Watch 2016","Political / Comedy / Documentary",2016-02-08,6,1,30,85,NA,"Ended","Hulu","Series","Original",NA,NA
"3629","Vice Investigates"," Documentary",2019-11-01,10,1,59,59,NA,"NA","Hulu","Series","Original",NA,NA
"3630","Defining Moments with OZY"," Documentary",2020-03-04,6,1,NA,NA,NA,"NA","Hulu","Series","Original",NA,NA
"3631","Hillary"," Documentary",2020-03-06,4,NA,59,59,NA,"Miniseries","Hulu","Series","Original",NA,NA
"3632","If I Can Dream","Reality / Unscripted",2010-03-02,32,1,25,25,NA,"Ended","Hulu","Series","Original",NA,NA
"3633","Taste the Nation with Padma Lakshmi","Cooking / Show / Reality / Unscripted",2020-06-18,10,1,29,29,NA,"Renewed","Hulu","Series","Original",NA,NA
"3634","Eater's Guide To The World","Reality / Unscripted",2020-11-11,7,1,25,25,NA,"Pending","Hulu","Series","Original",NA,NA
"3635","The Morning After","Pop / Culture / Variety / Unscripted",2011-01-17,800,3,5,5,NA,"Ended","Hulu","Series","Original",NA,NA
"3636","Spoilers with Kevin Smith","Film / Criticism / Variety / Unscripted",2012-06-04,10,1,20,26,NA,"Ended","Hulu","Series","Original",NA,NA
"3637","I Love You, America with Sarah Silverman","Politics / Variety / Unscripted",2017-10-12,21,2,26,33,NA,"Ended","Hulu","Series","Original",NA,NA
"3638","The Thick of It (series 4)"," Comedy",2012-09-09,7,1,28,59,NA,"Ended","Hulu","Series","Original","BBC Two "," United Kingdom"
"3639","Mother Up!","Adult / Animation",2013-11-06,13,1,22,23,NA,"Ended","Hulu","Series","Original","BBC Two "," United Kingdom"
"3640","The Wrong Mans"," Dramedy",2013-11-11,10,2,29,29,NA,"Ended","Hulu","Series","Original","BBC Two "," United Kingdom"
"3641","Harlots","Historical / Period / Drama",2017-03-29,24,3,44,50,NA,"Ended","Hulu","Series","Original","BBC Two "," United Kingdom"
"3642","Hard Sun"," Drama",2018-03-07,6,1,54,56,NA,"Ended","Hulu","Series","Original","BBC Two "," United Kingdom"
"3643","The First"," Drama",2018-09-14,8,1,45,48,NA,"Ended","Hulu","Series","Original","BBC Two "," United Kingdom"
"3644","The Bisexual"," Dramedy",2018-11-16,6,1,27,30,NA,"Ended","Hulu","Series","Original","BBC Two "," United Kingdom"
"3645","Holly Hobbie","Teen / Comedy",2018-11-16,20,2,25,25,NA,"Ended","Hulu","Series","Original","BBC Two "," United Kingdom"
"3646","Catch-22","Satire / Dark / Comedy",2019-05-17,6,NA,60,60,NA,"Miniseries","Hulu","Series","Original","BBC Two "," United Kingdom"
"3647","The Weekly"," Documentary",2019-06-03,30,1,60,60,NA,"Renewed","Hulu","Series","Original","BBC Two "," United Kingdom"
"3648","This Way Up"," Dramedy",2019-08-21,6,1,29,29,NA,"Renewed","Hulu","Series","Original","BBC Two "," United Kingdom"
"3649","Zomboat!","Dramedy / Thriller",2019-10-25,6,1,30,30,NA,"Ended","Hulu","Series","Original","BBC Two "," United Kingdom"
"3650","The Accident"," Drama",2019-11-22,4,NA,47,47,NA,"Miniseries","Hulu","Series","Original","BBC Two "," United Kingdom"
"3651","Endlings"," Science-Fiction",2020-01-17,12,1,22,22,NA,"NA","Hulu","Series","Original","BBC Two "," United Kingdom"
"3652","Utopia Falls","Teen / Science-Fiction / Drama",2020-02-14,10,1,60,60,NA,"Pending","Hulu","Series","Original","BBC Two "," United Kingdom"
"3653","Baghdad Central"," Drama",2020-03-27,6,1,46,46,NA,"Pending","Hulu","Series","Original","BBC Two "," United Kingdom"
"3654","Normal People"," Drama",2020-04-29,12,NA,29,29,NA,"Miniseries","Hulu","Series","Original","BBC Two "," United Kingdom"
"3655","The New York Times Presents"," Documentary",2020-07-10,10,1,60,60,NA,"NA","Hulu","Series","Original","BBC Two "," United Kingdom"
"3656","Madagascar: A Little Wild","Animated / Comedy",2020-09-07,12,2,23,23,NA,"Pending","Hulu","Series","Original","BBC Two "," United Kingdom"
"3657","The Mighty Ones","Animated / Comedy",2020-11-09,10,1,23,23,NA,"Pending","Hulu","Series","Original","BBC Two "," United Kingdom"
"3658","No Man's Land"," Drama",2020-11-18,8,1,59,59,NA,"Pending","Hulu","Series","Original","BBC Two "," United Kingdom"
"3659","Trolls: TrollsTopia","Animated / Comedy",2020-11-19,13,1,29,29,NA,"Pending","Hulu","Series","Original","BBC Two "," United Kingdom"
"3660","The Sister","Psychological / Thriller",2021-01-22,4,NA,59,59,NA,"Miniseries","Hulu","Series","Original","BBC Two "," United Kingdom"
"3661","The Mindy Project (seasons 4-6)"," Comedy",2015-09-09,50,3,22,31,NA,"Ended","Hulu","Series","Continuation","Fox",NA
"3662","Unreal (season 4)"," Drama",2018-07-16,8,1,42,42,NA,"Ended","Hulu","Series","Continuation","Lifetime",NA
"3663","Veronica Mars (season 4)","Noir / Mystery",2019-07-19,8,1,48,53,NA,"Ended","Hulu","Series","Continuation","UPN/The CW",NA
"3664","Madagascar: A Little Wild A Fang-Tastic Halloween[b]","Animated / Family / Comedy",2020-10-21,NA,NA,NA,NA,NA,"Event","Hulu","Special","Original",NA,NA
"3665","Madagascar: A Little Wild A Magical Christmas Adventure[b]","Animated / Family / Comedy",2020-11-25,NA,NA,NA,NA,NA,"Event","Hulu","Special","Original",NA,NA
"3666","Little Monsters","Comedy / Horror",2019-10-11,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3667","Wounds"," Horror",2019-10-18,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3668","Big Time Adolescence"," Comedy",2020-03-20,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3669","Palm Springs","Romantic / Comedy",2020-07-10,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3670","The Binge"," Comedy",2020-08-28,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3671","Books of Blood","Horror / Anthology",2020-10-07,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3672","Bad Hair","Comedy / Horror",2020-10-23,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3673","Run"," Horror",2020-11-20,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3674","Happiest Season","Romantic / Comedy",2020-11-25,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3675","The Ultimate Playlist of Noise","Musical / Dramedy",2021-01-15,NA,NA,NA,NA,NA,"Pending","Hulu","Film","Original",NA,NA
"3676","Derek DelGaudio's In & of Itself"," TBA",2021-01-22,NA,NA,NA,NA,NA,"Pending","Hulu","Film","Original",NA,NA
"3677","Batman & Bill"," Documentary",2017-05-06,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3678","Becoming Bond"," Documentary",2017-05-20,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3679","Dumb: The Story of Big Brother Magazine"," Documentary",2017-06-03,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3680","Too Funny to Fail"," Documentary",2017-10-21,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3681","Obey Giant"," Documentary",2017-11-11,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3682","March of the Penguins 2: The Next Step"," Documentary",2018-03-23,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3683","Tiny Shoulders: Rethinking Barbie"," Documentary",2018-04-27,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3684","Ballet Now"," Documentary",2018-07-20,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3685","Minding the Gap"," Documentary",2018-08-17,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3686","Crime + Punishment"," Documentary",2018-08-24,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3687","Fyre Fraud"," Documentary",2019-01-14,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3688","Ask Dr. Ruth"," Documentary",2019-06-01,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3689","The Amazing Johnathan Documentary"," Documentary",2019-08-16,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3690","Jawline"," Documentary",2019-08-23,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3691","Untouchable"," Documentary",2019-09-02,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3692","Margaret Atwood: A Word after a Word after a Word is Power"," Documentary",2020-03-20,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3693","We Are Freestyle Love Supreme"," Documentary",2020-07-17,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3694","I Am Greta"," Documentary",2020-11-13,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3695","69: The Saga of Danny Hernandez"," Documentary",2020-11-16,NA,NA,1,1,NA,"Ended","Hulu","Film","Original",NA,NA
"3696","American Horror Stories","Horror / Anthology / Drama",NA,16,1,60,60,NA,"Pending","Hulu","Series","Original",NA,NA
"3697","Dopesick","Drama / Mini",NA,8,NA,NA,NA,NA,"Pending","Hulu","Series","Original",NA,NA
"3698","Nine Perfect Strangers","Drama / Mini",NA,8,NA,NA,NA,NA,"Pending","Hulu","Series","Original",NA,NA
"3699","Platform","Anthology / Drama",NA,NA,NA,NA,NA,NA,"Pending","Hulu","Series","Original",NA,NA
"3700","The Dropout","Drama / Mini",NA,NA,NA,NA,NA,NA,"Pending","Hulu","Series","Original",NA,NA
"3701","The Old Man"," Drama",NA,NA,NA,NA,NA,NA,"Pending","Hulu","Series","Original",NA,NA
"3702","Y: The Last Man"," Drama",NA,NA,NA,NA,NA,NA,"Pending","Hulu","Series","Original",NA,NA
"3703","Candy","True / Crime / Drama / Mini",NA,NA,NA,NA,NA,NA,"Pending","Hulu","Series","Original",NA,NA
"3704","The Girl From Plainville","Crime / Drama",NA,NA,NA,NA,NA,NA,"Pending","Hulu","Series","Original",NA,NA
"3705","Shogun","Historical / Drama / Mini",NA,NA,NA,NA,NA,NA,"Pending","Hulu","Series","Original",NA,NA
"3706","Love, Beth"," Comedy",NA,10,1,NA,NA,NA,"Pending","Hulu","Series","Original",NA,NA
"3707","Only Murders in the Building"," Comedy",NA,NA,NA,NA,NA,NA,"Pending","Hulu","Series","Original",NA,NA
"3708","Reservation Dogs"," Comedy",NA,NA,NA,NA,NA,NA,"Pending","Hulu","Series","Original",NA,NA
"3709","The Hitchhiker's Guide to the Galaxy","Science-Fiction / Comedy",NA,NA,NA,NA,NA,NA,"Pending","Hulu","Series","Original",NA,NA
"3710","Marvel's M.O.D.O.K.","Comedy / Adult / Animation",NA,NA,NA,NA,NA,NA,"Pending","Hulu","Series","Original",NA,NA
"3711","Marvel's Hit-Monkey","Comedy / Adult / Animation",NA,NA,NA,NA,NA,NA,"Pending","Hulu","Series","Original",NA,NA
"3712","Uglydolls","Comedy / Family",NA,26,1,NA,NA,NA,"Pending","Hulu","Series","Original",NA,NA
"3713","Sing and Dance in the Clouds","Musical / Family",NA,NA,NA,NA,NA,NA,"Pending","Hulu","Series","Original",NA,NA
"3714","The Next Thing You Eat","Food / Documentary",NA,6,1,NA,NA,NA,"Pending","Hulu","Series","Original",NA,NA
"3715","Untitled Kardashians project","Reality / Unscripted",NA,NA,NA,NA,NA,NA,"Pending","Hulu","Series","Original",NA,NA
"3716","Conversations with Friends"," Drama",NA,12,1,30,30,NA,"Pending","Hulu","Series","Original","BBC Three","United Kingdom"
"3717","The Orville (season 3)","Science-Fiction / Dramedy",NA,NA,NA,NA,NA,NA,"Pending","Hulu","Series","Continuation","Fox",NA
"3718","Ace of Spades"," Comedy",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3719","Action Park"," Comedy",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3720","Alien","Science-Fiction / Horror",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3721","Bitches","Comedy / Anthology",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3722","Brainbox"," Science-Fiction",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3723","Dawn"," Drama",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3724","Demons"," Drama",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3725","Foxy Brown"," Drama",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3726","Hitman","Action / Drama",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3727","Interior Chinatown"," Drama",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3728","Invisible Man"," Drama",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3729","Kansas City"," Comedy",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3730","LA Woman"," Comedy",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3731","Mi Hermanastro"," Drama",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3732","Out There"," Dramedy",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3733","Postal"," Drama",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3734","Queen"," Dramedy",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3735","Queen of Shadows","Fantasy / Drama",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3736","Rodham","Alternate / History / Drama",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3737","Simultaneous","Detective / Thriller",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3738","Summer Sisters","Drama / Mini",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3739","Tender Is the Night","Drama / Mini",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3740","The Devil in the White City"," Drama",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3741","The House of the Spirits"," Drama",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3742","The Other Typist","Suspense / Thriller / Mini",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3743","The Wangs vs. the World"," Comedy",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3744","The Way I Am"," Comedy",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3745","This Is Heaven"," Comedy",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3746","Unhinged"," Comedy",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3747","Unspeakable"," Comedy",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3748","Untitled figure skating drama series"," Drama",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3749","Untitled Kelly Oxford series"," Drama",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3750","Untitled Tom Allen & JT Parr series","Adult / Animated / Comedy",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3751","Untitled Wild Cards series","Superhero / Science-Fiction",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3752","Untitled Wild Cards series","Superhero / Science-Fiction",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3753","Wild Rabbit"," Drama",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3754","Yaqui Delgado Wants to Kick Your Ass"," Drama",NA,NA,NA,NA,NA,NA,"Development","Hulu","Series","Original",NA,NA
"3755","Boss Level","Science-Fiction / Action",NA,NA,NA,1,1,NA,"Pending","Hulu","Film","Original",NA,NA
"3756","False Positive"," Horror",NA,NA,NA,NA,NA,NA,"Pending","Hulu","Film","Original",NA,NA
"3757","Plan B"," Comedy",NA,NA,NA,NA,NA,NA,"Pending","Hulu","Film","Original",NA,NA
"3758","The Princess"," Action-thriller",NA,NA,NA,NA,NA,NA,"Pending","Hulu","Film","Original",NA,NA
"3759","The United States vs. Billie Holiday"," TBA",NA,NA,NA,NA,NA,NA,"Pending","Hulu","Film","Original",NA,NA
"3760","Vacation Friends"," Comedy",NA,NA,NA,NA,NA,NA,"Pending","Hulu","Film","Original",NA,NA
"3761","Untitled WeWork documentary"," Documentary",NA,NA,NA,NA,NA,NA,"Pending","Hulu","Film","Original",NA,NA
"3762","Untitled R. Kelly documentary"," Documentary",NA,NA,NA,NA,NA,NA,"Pending","Hulu","Film","Original",NA,NA
"3763","Moone Boy"," Comedy",NA,18,3,NA,NA,"English","NA","Hulu","Film","Distribution","Sky One","United Kingdom"
"3764","National Treasure"," Drama",NA,4,NA,NA,NA,"English","NA","Hulu","Film","Distribution","Channel 4","United Kingdom"
"3765","National Treasure: Kiri"," Drama",NA,4,NA,NA,NA,"English","NA","Hulu","Film","Distribution","Channel 4","United Kingdom"
"3766","Find Me in Paris","Teen / Drama",NA,78,3,NA,NA,"English","NA","Hulu","Film","Distribution","ZDF","Germany"
"3767","Safe Harbour"," Drama",NA,4,1,NA,NA,"English","NA","Hulu","Film","Distribution","SBS","Australia"
"3768","Das Boot"," Drama",NA,8,1,NA,NA,"English/German/French","NA","Hulu","Film","Distribution","Sky","Germany"
"3769","Letterkenny"," Comedy",NA,54,8,NA,NA,"English","NA","Hulu","Film","Distribution","Crave","Canada"
"3770","Littlekenny","Adult / Animation",NA,6,1,NA,NA,"English","NA","Hulu","Film","Distribution","Crave","Canada"
"3771","Jamie: Keep Cooking and Carry On","Cooking / Show",NA,20,1,NA,NA,"English","NA","Hulu","Film","Distribution","Channel 4","United Kingdom"
"3772","Maxxx"," Comedy",NA,6,1,NA,NA,"English","NA","Hulu","Film","Distribution","E4","United Kingdom"
"3773","Ladhood"," Comedy",NA,6,1,NA,NA,"English","NA","Hulu","Film","Distribution","BBC Three","United Kingdom"
"3774","In My Skin","Dark / Comedy",NA,5,1,NA,NA,"English","NA","Hulu","Film","Distribution","BBC Three","United Kingdom"
"3775","Brassic"," Comedy",NA,6,1,NA,NA,"English","NA","Hulu","Film","Distribution","Sky One","United Kingdom"
"3776","Staged"," Comedy",NA,6,1,NA,NA,"English","NA","Hulu","Film","Distribution","BBC One","United Kingdom"
"3777","Upcoming"," Upcoming",NA,NA,NA,NA,NA,"Upcoming","NA","Hulu","Film","Distribution","Upcoming","Upcoming"
"3778","Bad Habits, Holy Orders"," Reality",NA,4,1,NA,NA,"English","NA","Hulu","Film","Distribution","Channel 5","United Kingdom"
"3779","Jann"," Comedy",NA,14,2,NA,NA,"English","NA","Hulu","Film","Distribution","CTV","Canada"
"3780","Fujiko","Mystery / Drama",2015-11-13,6,1,62,74,NA,"Ended","Hulu","Series","Original",NA,"Japan"
"3781","Crow's Blood","Horror / Drama",2016-07-23,6,NA,35,40,NA,"Miniseries","Hulu","Series","Original",NA,"Japan"
"3782","The Price","Mystery / Drama",2016-11-18,6,1,38,64,NA,"Ended","Hulu","Series","Original",NA,"Japan"
"3783","HiGH&LOW: The Story of S.W.O.R.D.","Action / Drama",2017-08-11,23,3,20,33,NA,"Ended","Hulu","Series","Original",NA,"Japan"
"3784","You Are Tender When It Rains","Romance / Drama",2017-09-16,8,1,46,58,NA,"Ended","Hulu","Series","Original",NA,"Japan"
"3785","Ni-che Sensei"," Comedy",2016-07-22,10,1,24,24,NA,"Ended","Hulu","Series","Original",NA,"Japan"
"3786","Debusen","Dramedy / Comedy",2016-08-20,6,1,34,43,NA,"Ended","Hulu","Series","Original",NA,"Japan"
"3787","The Relative Worlds","Sci-fi / Anime / Animation",2017-04-28,2,1,16,16,NA,"Ended","Hulu","Series","Original",NA,"Japan"
"3788","PIG: The Dam Keeper Poems","Drama / Animation",2018-08-08,10,1,5,5,NA,"Ended","Hulu","Series","Original",NA,"Japan"
"3789","The Mandalorian","Space / Western / Drama",2019-11-12,16,2,31,31,NA,"Renewed","Disney+","Series","Original",NA,NA
"3790","The Right Stuff","Historical / Drama",2020-10-09,8,1,42,42,NA,"Pending","Disney+","Series","Original",NA,NA
"3791","WandaVision","Superhero / Dramedy / Drama",2021-01-15,6,NA,NA,NA,NA,"Miniseries","Disney+","Series","Original",NA,NA
"3792","The Falcon and the Winter Soldier","Superhero / Action-adventure / Drama",2021-03-19,6,NA,NA,NA,NA,"Miniseries","Disney+","Series","Original",NA,NA
"3793","High School Musical: The Musical: The Series","Musical / Mockumentary / Comedy",2019-11-12,10,1,26,26,NA,"Renewed","Disney+","Series","Original",NA,NA
"3794","Diary of a Future President","Dramedy / Comedy",2020-01-17,10,1,22,22,NA,"Renewed","Disney+","Series","Original",NA,NA
