"","Title","Genre","Premiere","Episodes","Seasons","Min_Time","Max_Time","Language","Status","Service","Format","Origin","Network","Region"
"2825","Aurora","Drama",2018-12-25,NA,NA,1,1,"Filipino","Distribution","Netflix","Film","Original",NA,NA
"2826","In Family I Trust","Comedy",2019-01-16,NA,NA,1,1,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2827","The 3rd Eye 2","Horror",2019-01-17,NA,NA,1,1,"Indonesian","Distribution","Netflix","Film","Original",NA,NA
"2828","Close","Thriller",2019-01-18,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2829","I Am Mother","Science-Fiction / Thriller",2019-01-25,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2830","Serenity","Drama",2019-01-25,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2831","The Boy Who Harnessed the Wind","Drama",2019-01-25,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2832","Extremely Wicked, Shockingly Evil and Vile","Thriller",2019-01-26,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2833","Wounds","Horror",2019-01-26,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2834","Money Trap","Comedy",2019-02-01,NA,NA,2,2,"Turkish","Distribution","Netflix","Film","Original",NA,NA
"2835","The Wandering Earth","Drama",2019-02-05,NA,NA,2,2,"Mandarin","Distribution","Netflix","Film","Original",NA,NA
"2836","System Crasher","Drama",2019-02-08,NA,NA,1,1,"German","Distribution","Netflix","Film","Original",NA,NA
"2837","37 Seconds","Drama",2019-02-09,NA,NA,1,1,"Japanese","Distribution","Netflix","Film","Original",NA,NA
"2838","Isn't It Romantic","Romantic / Comedy",2019-02-13,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2839","Oh, Ramona!","Comedy",2019-02-14,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2840","Paradise Beach","Thriller",2019-02-20,NA,NA,1,1,"French","Distribution","Netflix","Film","Original",NA,NA
"2841","Svaha: The Sixth Finger","Thriller",2019-02-20,NA,NA,2,2,"Korean","Distribution","Netflix","Film","Original",NA,NA
"2842","The Wolf's Call","Drama",2019-02-20,NA,NA,1,1,"French","Distribution","Netflix","Film","Original",NA,NA
"2843","Furie","Action-drama",2019-02-22,NA,NA,1,1,"Vietnamese","Distribution","Netflix","Film","Original",NA,NA
"2844","Blood Will Tell","Thriller",2019-02-28,NA,NA,1,1,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2845","DJ Cinderella","Drama",2019-02-28,NA,NA,1,1,"Portuguese","Distribution","Netflix","Film","Original",NA,NA
"2846","Booksmart","Comedy",2019-03-10,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2847","Ready to Mingle","Comedy",2019-03-10,NA,NA,1,1,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2848","Jo Pil-ho: The Dawning Rage","Drama",2019-03-20,NA,NA,2,2,"Korean","Distribution","Netflix","Film","Original",NA,NA
"2849","The Silent War","Drama",2019-03-22,NA,NA,2,2,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2850","Let's Dance","Drama",2019-03-27,NA,NA,1,1,"French","Distribution","Netflix","Film","Original",NA,NA
"2851","Maria","Drama",2019-03-27,NA,NA,1,1,"Filipino","Distribution","Netflix","Film","Original",NA,NA
"2852","Boi","Thriller",2019-03-29,NA,NA,1,1,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2853","After","Drama",2019-04-08,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2854","The Ruthless","Crime / Drama",2019-04-08,NA,NA,1,1,"Italian","Distribution","Netflix","Film","Original",NA,NA
"2855","The Silence","Horror",2019-04-10,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2856","The Little Switzerland","Comedy",2019-04-26,NA,NA,1,1,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2857","The Son","Psychological / Thriller",2019-05-02,NA,NA,1,1,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2858","Atlantics","Drama",2019-05-16,NA,NA,1,1,"Wolof","Distribution","Netflix","Film","Original",NA,NA
"2859","Kardec","Drama",2019-05-16,NA,NA,1,1,"Portuguese","Distribution","Netflix","Film","Original",NA,NA
"2860","I Lost My Body","Animation",2019-05-17,NA,NA,1,1,"French","Distribution","Netflix","Film","Original",NA,NA
"2861","An Easy Girl","Comedy",2019-05-20,NA,NA,1,1,"French","Distribution","Netflix","Film","Original",NA,NA
"2862","Shaft","Action / Comedy",2019-06-14,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2863","Hot Gimmick: Girl Meets Boy","Drama",2019-06-28,NA,NA,1,1,"Japanese","Distribution","Netflix","Film","Original",NA,NA
"2864","The Match","Action / Drama",2019-07-01,NA,NA,1,1,"Italian","Distribution","Netflix","Film","Original",NA,NA
"2865","Pokémon: Mewtwo Strikes Back—Evolution","Anime",2019-07-04,NA,NA,1,1,"Japanese","Distribution","Netflix","Film","Original",NA,NA
"2866","4L","Comedy",2019-07-12,NA,NA,1,1,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2867","Kidnapping Stella","Crime / Drama",2019-07-12,NA,NA,1,1,"German","Distribution","Netflix","Film","Original",NA,NA
"2868","Dragon Quest: Your Story","Anime",2019-07-16,NA,NA,1,1,"Japanese","Distribution","Netflix","Film","Original",NA,NA
"2869","Brother","Drama",2019-07-31,NA,NA,1,1,"French","Distribution","Netflix","Film","Original",NA,NA
"2870","Till Death: Azalea's Wrath","Horror",2019-08-08,NA,NA,1,1,"Malay","Distribution","Netflix","Film","Original",NA,NA
"2871","Shanghai Fortress","Action / Adventure",2019-08-09,NA,NA,1,1,"Mandarin","Distribution","Netflix","Film","Original",NA,NA
"2872","Ni no Kuni","Anime",2019-08-23,NA,NA,1,1,"Japanese","Distribution","Netflix","Film","Original",NA,NA
"2873","Bombay Rose","Animation",2019-08-28,NA,NA,1,1,"Hindi","Distribution","Netflix","Film","Original",NA,NA
"2874","Go Karts","Family / Film",2019-08-28,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2875","School Life","Teen / Comedy",2019-08-28,NA,NA,1,1,"French","Distribution","Netflix","Film","Original",NA,NA
"2876","Tune in for Love","Romantic / Drama",2019-08-28,NA,NA,2,2,"Korean","Distribution","Netflix","Film","Original",NA,NA
"2877","Eye for an Eye","Thriller",2019-08-30,NA,NA,1,1,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2878","Uncut Gems","Crime / Thriller",2019-08-30,NA,NA,2,2,"English","Distribution","Netflix","Film","Original",NA,NA
"2879","Wasp Network","Thriller",2019-09-01,NA,NA,2,2,"English","Distribution","Netflix","Film","Original",NA,NA
"2880","A Sun","Drama",2019-09-06,NA,NA,2,2,"Mandarin","Distribution","Netflix","Film","Original",NA,NA
"2881","Live Twice, Love Once","Drama",2019-09-06,NA,NA,1,1,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2882","The Platform","Thriller",2019-09-06,NA,NA,1,1,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2883","Get In","Thriller",2019-09-07,NA,NA,1,1,"French","Distribution","Netflix","Film","Original",NA,NA
"2884","A Shaun the Sheep Movie: Farmageddon","Animation",2019-09-22,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2885","The Endless Trench","Historical / Drama",2019-09-22,NA,NA,2,2,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2886","All the Freckles in the World","Romantic / Comedy",2019-09-27,NA,NA,1,1,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2887","Latte and the Magic Waterstone","Animation",2019-10-09,NA,NA,1,1,"German","Distribution","Netflix","Film","Original",NA,NA
"2888","The Legacy of the Bones","Thriller",2019-10-10,NA,NA,2,2,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2889","Grandma's Wedding","Romantic / Comedy",2019-10-11,NA,NA,1,1,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2890","The Influence","Horror",2019-10-11,NA,NA,1,1,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2891","So My Grandma’s a Lesbian!","Drama",2019-10-20,NA,NA,1,1,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2892","Twin Murders: The Silence of the White City","Thriller",2019-10-25,NA,NA,1,1,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2893","Arctic Dogs","Animation",2019-11-01,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2894","The Man Without Gravity","Drama",2019-11-01,NA,NA,1,1,"Italian","Distribution","Netflix","Film","Original",NA,NA
"2895","Pets United","Animation / Fantasy / Science-Fiction",2019-11-08,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2896","The Coldest Game","Spy / Thriller",2019-11-08,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2897","The Silence of the Marsh","Thriller",2019-11-15,NA,NA,1,1,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2898","18 Presents","Drama",2020-01-02,NA,NA,1,1,"Italian","Distribution","Netflix","Film","Original",NA,NA
"2899","Mark of the Devil","Horror",2020-01-03,NA,NA,1,1,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2900","Cuties","Drama",2020-01-23,NA,NA,1,1,"French","Distribution","Netflix","Film","Original",NA,NA
"2901","I Love You, Stupid","Romantic / Comedy",2020-01-24,NA,NA,1,1,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2902","Adú","Drama",2020-01-31,NA,NA,1,1,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2903","Miami Bici","Comedy",2020-02-21,NA,NA,1,1,"Romanian","Distribution","Netflix","Film","Original",NA,NA
"2904","Shine Your Eyes","Drama",2020-02-21,NA,NA,1,1,"Portuguese","Distribution","Netflix","Film","Original",NA,NA
"2905","Mutiny of the Worker Bees","Comedy",2020-02-28,NA,NA,2,2,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2906","The Hater","Drama",2020-03-06,NA,NA,2,2,"Polish","Distribution","Netflix","Film","Original",NA,NA
"2907","Your Name Engraved Herein","Drama",2020-03-14,NA,NA,1,1,"Mandarin","Distribution","Netflix","Film","Original",NA,NA
"2908","Berlin, Berlin: Lolle on the Run","Comedy",2020-05-08,NA,NA,1,1,"German","Distribution","Netflix","Film","Original",NA,NA
"2909","Santana","Action",2020-05-15,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2910","#Alive","Horror / Drama",2020-06-24,NA,NA,1,1,"Korean","Distribution","Netflix","Film","Original",NA,NA
"2911","Krishna and His Leela","Romantic / Comedy",2020-06-25,NA,NA,2,2,"Telugu","Distribution","Netflix","Film","Original",NA,NA
"2912","Mother","Drama",2020-07-03,NA,NA,2,2,"Japanese","Distribution","Netflix","Film","Original",NA,NA
"2913","A Choo","Fantasy",2020-07-05,NA,NA,1,1,"Mandarin","Distribution","Netflix","Film","Original",NA,NA
"2914","The Maid","Horror",2020-07-09,NA,NA,1,1,"Thai","Distribution","Netflix","Film","Original",NA,NA
"2915","Don’t Listen","Drama",2020-07-24,NA,NA,1,1,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2916","The SpongeBob Movie: Sponge on the Run","Animation",2020-08-14,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2917","Love the Way U Lie","Romantic / Comedy",2020-08-20,NA,NA,1,1,"Filipino","Distribution","Netflix","Film","Original",NA,NA
"2918","After We Collided","Drama",2020-09-02,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2919","The Rope Curse 2","Horror",2020-09-02,NA,NA,1,1,"Mandarin","Distribution","Netflix","Film","Original",NA,NA
"2920","So Much Love to Give","Comedy",2020-09-09,NA,NA,1,1,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2921","DNA","Drama",2020-09-11,NA,NA,1,1,"French","Distribution","Netflix","Film","Original",NA,NA
"2922","Penguin Bloom","Drama",2020-09-12,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2923","Fierce","Musical / Dramedy",2020-10-02,NA,NA,1,1,"Polish","Distribution","Netflix","Film","Original",NA,NA
"2924","Asphalt Burning","Comedy",2020-10-09,NA,NA,1,1,"Norwegian","Distribution","Netflix","Film","Original",NA,NA
"2925","Grandma's Last Wishes","Comedy",2020-10-09,NA,NA,1,1,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2926","Below Zero","Drama",2020-10-09,NA,NA,NA,NA,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2927","You Animal!","Animation / Romantic / Comedy",2020-10-28,NA,NA,1,1,"Filipino","Distribution","Netflix","Film","Original",NA,NA
"2928","Miss India","Romantic / Drama",2020-11-03,NA,NA,2,2,"Telugu","Distribution","Netflix","Film","Original",NA,NA
"2929","Alter Me","Romantic / Comedy",2020-11-15,NA,NA,1,1,"Filipino","Distribution","Netflix","Film","Original",NA,NA
"2930","Mosul","War / Drama",2020-11-19,NA,NA,1,1,"Arabic","Distribution","Netflix","Film","Original",NA,NA
"2931","Andhaghaaram","Thriller",2020-11-23,NA,NA,2,2,"Tamil","Distribution","Netflix","Film","Original",NA,NA
"2932","Riding with Sugar","Drama",2020-11-27,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2933","Torbaaz","Thriller",2020-12-11,NA,NA,2,2,"Hindi","Distribution","Netflix","Film","Original",NA,NA
"2934","A Boy Called Christmas","Fantasy",NA,NA,NA,NA,NA,"English","Distribution","Netflix","Film","Original",NA,NA
"2935","The Last Letter from Your Lover","Romantic / Drama",NA,NA,NA,NA,NA,"English","Distribution","Netflix","Film","Original",NA,NA
"2936","News of the World","Western-Drama",NA,NA,NA,NA,NA,"English","Distribution","Netflix","Film","Original",NA,NA
"2937","Shadows in My Eyes","Historical / Drama",NA,NA,NA,NA,NA,"Danish","Distribution","Netflix","Film","Original",NA,NA
"2938","Stowaway","Science-Fiction / Thriller",NA,NA,NA,NA,NA,"English","Distribution","Netflix","Film","Original",NA,NA
"2939","André & His Olive Tree","Documentary",NA,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2940","Dying to Tell","Documentary",NA,NA,NA,1,1,"Spanish","Distribution","Netflix","Film","Original",NA,NA
"2941","This 15 Me","Documentary",NA,NA,NA,1,1,"Filipino","Distribution","Netflix","Film","Original",NA,NA
"2942","Snelle: Zonder jas naar buiten","Documentary",NA,NA,NA,2021,2021,"Dutch","Distribution","Netflix","Film","Original",NA,NA
"2943","An Afternoon with SCTV","Documentary",NA,NA,NA,NA,NA,"English","Distribution","Netflix","Film","Original",NA,NA
"2944","Derren Brown: Miracle","Mentalism / Special",NA,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2945","Derren Brown: The Push","Mentalism / Special",NA,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2946","Kevin Hart: What Now?","Stand-up / Comedy / Concert / Film",NA,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2947","Qlimax: The Source","Concert / Film",NA,NA,NA,1,1,"English","Distribution","Netflix","Film","Original",NA,NA
"2948","Bosch","Detective / Fiction / Drama",2015-02-13,60,6,NA,NA,NA,"Renewed","Amazon Prime Video","Series","Original",NA,NA
"2949","Hand of God","Psychological / Thriller / Drama",2015-09-04,20,2,NA,NA,NA,"Ended","Amazon Prime Video","Series","Original",NA,NA
"2950","The Man in the High Castle","Alternative / History / Drama",2015-11-20,40,4,NA,NA,NA,"Ended","Amazon Prime Video","Series","Original",NA,NA
"2951","Mad Dogs","Drama",2016-01-22,10,1,NA,NA,NA,"Ended","Amazon Prime Video","Series","Original",NA,NA
"2952","Goliath","Legal / Drama",2016-10-14,24,3,NA,NA,NA,"Renewed","Amazon Prime Video","Series","Original",NA,NA
"2953","Good Girls Revolt","Historical / Period / Drama",2016-10-28,10,1,NA,NA,NA,"Ended","Amazon Prime Video","Series","Original",NA,NA
